Customer ID,Frequency,Monetary,Last_Order,Order_Num,Recency,R,F,M,Segment
CUST2832,12,6950,ORD090662,90662,9338,2,3,3,At Risk
CUST2833,14,7655,ORD098144,98144,1856,5,4,4,Champions
CUST2834,11,8578,ORD095841,95841,4159,4,3,5,Loyal
CUST2835,9,3953,ORD086553,86553,13447,2,2,1,Promising
CUST2836,8,8609,ORD061014,61014,38986,1,1,5,Hibernating
CUST2837,10,4403,ORD086779,86779,13221,2,2,1,Promising
CUST2838,9,5049,ORD082571,82571,17429,1,2,2,Promising
CUST2839,7,6032,ORD094606,94606,5394,3,1,3,Promising
CUST2840,14,11207,ORD099977,99977,23,5,4,5,Champions
CUST2841,14,7512,ORD090491,90491,9509,2,4,4,At Risk
CUST2842,11,7214,ORD098882,98882,1118,5,3,4,Loyal
CUST2843,14,5253,ORD092477,92477,7523,3,4,2,Loyal
CUST2844,7,3815,ORD086717,86717,13283,2,1,1,Promising
CUST2845,9,4781,ORD093797,93797,6203,3,2,2,Promising
CUST2846,13,8561,ORD095445,95445,4555,4,4,4,Champions
CUST2847,14,8309,ORD083571,83571,16429,1,4,4,At Risk
CUST2848,14,6941,ORD098063,98063,1937,5,4,3,Loyal
CUST2849,10,9024,ORD097802,97802,2198,4,2,5,New Customers
CUST2850,18,11535,ORD097597,97597,2403,4,5,5,Champions
CUST2851,9,5581,ORD085155,85155,14845,1,2,2,Promising
CUST2852,8,5914,ORD088195,88195,11805,2,1,3,Hibernating
CUST2853,10,5173,ORD099939,99939,61,5,2,2,New Customers
CUST2854,16,9146,ORD089074,89074,10926,2,5,5,At Risk
CUST2855,12,7601,ORD099778,99778,222,5,3,4,Loyal
CUST2856,13,7387,ORD097507,97507,2493,4,4,4,Champions
CUST2857,12,7638,ORD079838,79838,20162,1,3,4,At Risk
CUST2858,7,3305,ORD095762,95762,4238,4,1,1,New Customers
CUST2859,9,5564,ORD071108,71108,28892,1,2,2,Promising
CUST2860,17,8789,ORD097712,97712,2288,4,5,5,Champions
CUST2861,8,4340,ORD099788,99788,212,5,1,1,New Customers
CUST2862,15,9700,ORD099634,99634,366,5,5,5,Champions
CUST2863,12,9172,ORD098797,98797,1203,5,3,5,Loyal
CUST2864,10,6502,ORD099685,99685,315,5,2,3,New Customers
CUST2865,11,5677,ORD097485,97485,2515,4,3,2,Loyal
CUST2866,11,7379,ORD094825,94825,5175,3,3,4,Loyal
CUST2867,12,5794,ORD098377,98377,1623,5,3,3,Loyal
CUST2868,11,6625,ORD080979,80979,19021,1,3,3,At Risk
CUST2869,6,6155,ORD090630,90630,9370,2,1,3,Hibernating
CUST2870,13,6876,ORD093995,93995,6005,3,4,3,Loyal
CUST2871,9,3667,ORD060470,60470,39530,1,2,1,Promising
CUST2872,5,3593,ORD094010,94010,5990,3,1,1,Promising
CUST2873,9,5238,ORD094245,94245,5755,3,2,2,Promising
CUST2874,17,7013,ORD094618,94618,5382,3,5,4,Loyal
CUST2875,20,12834,ORD098123,98123,1877,5,5,5,Champions
CUST2876,18,10815,ORD099726,99726,274,5,5,5,Champions
CUST2877,10,4560,ORD096799,96799,3201,4,2,2,New Customers
CUST2878,11,4436,ORD074803,74803,25197,1,3,1,At Risk
CUST2879,13,9688,ORD094003,94003,5997,3,4,5,Loyal
CUST2880,11,6138,ORD097493,97493,2507,4,3,3,Loyal
CUST2881,6,6682,ORD053880,53880,46120,1,1,3,Hibernating
CUST2882,10,4740,ORD084562,84562,15438,1,2,2,Promising
CUST2883,9,2807,ORD090503,90503,9497,2,2,1,Promising
CUST2884,13,6516,ORD092194,92194,7806,3,4,3,Loyal
CUST2885,8,4522,ORD090026,90026,9974,2,1,2,Promising
CUST2886,17,10791,ORD098051,98051,1949,5,5,5,Champions
CUST2887,9,5246,ORD089979,89979,10021,2,2,2,Promising
CUST2888,17,12677,ORD099105,99105,895,5,5,5,Champions
CUST2889,13,8737,ORD090135,90135,9865,2,4,5,At Risk
CUST2890,9,5445,ORD094548,94548,5452,3,2,2,Promising
CUST2891,8,3520,ORD098825,98825,1175,5,1,1,New Customers
CUST2892,8,4881,ORD095698,95698,4302,4,1,2,New Customers
CUST2893,15,9908,ORD097079,97079,2921,4,5,5,Champions
CUST2894,12,8945,ORD089347,89347,10653,2,3,5,At Risk
CUST2895,14,8496,ORD097415,97415,2585,4,4,4,Champions
CUST2896,6,3301,ORD071408,71408,28592,1,1,1,Lost
CUST2897,19,10472,ORD090262,90262,9738,2,5,5,At Risk
CUST2898,12,4659,ORD085190,85190,14810,1,3,2,At Risk
CUST2899,10,5009,ORD095834,95834,4166,4,2,2,New Customers
CUST2900,12,4323,ORD085060,85060,14940,1,3,1,At Risk
CUST2901,4,2234,ORD071349,71349,28651,1,1,1,Lost
CUST2902,12,6454,ORD097105,97105,2895,4,3,3,Loyal
CUST2903,6,4662,ORD092200,92200,7800,3,1,2,Promising
CUST2904,10,4916,ORD081204,81204,18796,1,2,2,Promising
CUST2905,10,5783,ORD095285,95285,4715,3,2,3,Potential Loyalists
CUST2906,7,3195,ORD077598,77598,22402,1,1,1,Lost
CUST2907,12,7130,ORD090651,90651,9349,2,3,4,At Risk
CUST2908,15,13356,ORD093939,93939,6061,3,5,5,Loyal
CUST2909,11,6776,ORD074253,74253,25747,1,3,3,At Risk
CUST2910,4,1096,ORD098507,98507,1493,5,1,1,New Customers
CUST2911,9,5003,ORD098628,98628,1372,5,2,2,New Customers
CUST2912,10,5149,ORD084624,84624,15376,1,2,2,Promising
CUST2913,10,5591,ORD097903,97903,2097,4,2,2,New Customers
CUST2914,11,5948,ORD097819,97819,2181,4,3,3,Loyal
CUST2915,13,10585,ORD097794,97794,2206,4,4,5,Champions
CUST2916,13,8075,ORD099384,99384,616,5,4,4,Champions
CUST2917,15,8907,ORD098941,98941,1059,5,5,5,Champions
CUST2918,10,6360,ORD093874,93874,6126,3,2,3,Potential Loyalists
CUST2919,15,10340,ORD098547,98547,1453,5,5,5,Champions
CUST2920,20,8688,ORD096573,96573,3427,4,5,5,Champions
CUST2921,12,6296,ORD077460,77460,22540,1,3,3,At Risk
CUST2922,15,7955,ORD092023,92023,7977,3,5,4,Loyal
CUST2923,10,5896,ORD098738,98738,1262,5,2,3,New Customers
CUST2924,14,8265,ORD098498,98498,1502,5,4,4,Champions
CUST2925,14,8929,ORD083749,83749,16251,1,4,5,At Risk
CUST2926,14,6696,ORD094259,94259,5741,3,4,3,Loyal
CUST2927,16,7216,ORD094447,94447,5553,3,5,4,Loyal
CUST2928,14,7075,ORD099089,99089,911,5,4,4,Champions
CUST2929,11,6852,ORD093635,93635,6365,3,3,3,Loyal
CUST2930,12,8999,ORD094474,94474,5526,3,3,5,Loyal
CUST2931,17,9580,ORD098709,98709,1291,5,5,5,Champions
CUST2932,8,4387,ORD084318,84318,15682,1,1,1,Lost
CUST2933,7,4760,ORD087183,87183,12817,2,1,2,Promising
CUST2934,10,4510,ORD079354,79354,20646,1,2,2,Promising
CUST2935,6,4239,ORD093955,93955,6045,3,1,1,Promising
CUST2936,12,6080,ORD097787,97787,2213,4,3,3,Loyal
CUST2937,13,5876,ORD075653,75653,24347,1,4,3,At Risk
CUST2938,10,4833,ORD093119,93119,6881,3,2,2,Promising
CUST2939,9,4677,ORD070730,70730,29270,1,2,2,Promising
CUST2940,11,7941,ORD087612,87612,12388,2,3,4,At Risk
CUST2941,12,8311,ORD079583,79583,20417,1,3,4,At Risk
CUST2942,8,3439,ORD098860,98860,1140,5,1,1,New Customers
CUST2943,10,6197,ORD093551,93551,6449,3,2,3,Potential Loyalists
CUST2944,12,8387,ORD098873,98873,1127,5,3,4,Loyal
CUST2945,9,4608,ORD098269,98269,1731,5,2,2,New Customers
CUST2946,11,8059,ORD098288,98288,1712,5,3,4,Loyal
CUST2947,10,3508,ORD097234,97234,2766,4,2,1,New Customers
CUST2948,10,7243,ORD096978,96978,3022,4,2,4,New Customers
CUST2949,10,3371,ORD087782,87782,12218,2,2,1,Promising
CUST2950,11,5681,ORD097696,97696,2304,4,3,2,Loyal
CUST2951,10,5620,ORD099820,99820,180,5,2,2,New Customers
CUST2952,10,5435,ORD089174,89174,10826,2,2,2,Promising
CUST2953,14,9965,ORD086756,86756,13244,2,4,5,At Risk
CUST2954,12,5597,ORD085777,85777,14223,2,3,2,At Risk
CUST2955,10,6806,ORD097141,97141,2859,4,2,3,New Customers
CUST2956,13,7947,ORD085811,85811,14189,2,4,4,At Risk
CUST2957,7,4871,ORD088486,88486,11514,2,1,2,Promising
CUST2958,8,3609,ORD077360,77360,22640,1,1,1,Lost
CUST2959,7,3109,ORD092591,92591,7409,3,1,1,Promising
CUST2960,13,9231,ORD099930,99930,70,5,4,5,Champions
CUST2961,10,6522,ORD091005,91005,8995,2,2,3,Hibernating
CUST2962,9,6976,ORD099762,99762,238,5,2,3,New Customers
CUST2963,6,4719,ORD080234,80234,19766,1,1,2,Lost
CUST2964,15,10617,ORD094469,94469,5531,3,5,5,Loyal
CUST2965,15,9084,ORD091854,91854,8146,3,5,5,Loyal
CUST2966,8,3562,ORD093496,93496,6504,3,1,1,Promising
CUST2967,10,5713,ORD096626,96626,3374,4,2,2,New Customers
CUST2968,8,5513,ORD090605,90605,9395,2,1,2,Promising
CUST2969,9,7033,ORD098884,98884,1116,5,2,4,New Customers
CUST2970,16,7861,ORD088599,88599,11401,2,5,4,At Risk
CUST2971,11,8069,ORD093083,93083,6917,3,3,4,Loyal
CUST2972,11,7163,ORD080274,80274,19726,1,3,4,At Risk
CUST2973,11,5126,ORD079394,79394,20606,1,3,2,At Risk
CUST2974,12,5846,ORD086917,86917,13083,2,3,3,At Risk
CUST2975,10,3249,ORD099236,99236,764,5,2,1,New Customers
CUST2976,15,7902,ORD094955,94955,5045,3,5,4,Loyal
CUST2977,17,9806,ORD098346,98346,1654,5,5,5,Champions
CUST2978,16,10518,ORD093160,93160,6840,3,5,5,Loyal
CUST2979,10,6425,ORD099226,99226,774,5,2,3,New Customers
CUST2980,13,7817,ORD083211,83211,16789,1,4,4,At Risk
CUST2981,12,6022,ORD086896,86896,13104,2,3,3,At Risk
CUST2982,17,8545,ORD099556,99556,444,5,5,4,Champions
CUST2983,14,9895,ORD099942,99942,58,5,4,5,Champions
CUST2984,8,3866,ORD082582,82582,17418,1,1,1,Lost
CUST2985,10,7811,ORD095540,95540,4460,4,2,4,New Customers
CUST2986,10,6012,ORD075095,75095,24905,1,2,3,Hibernating
CUST2987,9,6508,ORD092617,92617,7383,3,2,3,Potential Loyalists
CUST2988,7,3953,ORD098711,98711,1289,5,1,1,New Customers
CUST2989,14,6454,ORD076955,76955,23045,1,4,3,At Risk
CUST2990,8,4133,ORD099190,99190,810,5,1,1,New Customers
CUST2991,11,5525,ORD095561,95561,4439,4,3,2,Loyal
CUST2992,10,6704,ORD098960,98960,1040,5,2,3,New Customers
CUST2993,7,7943,ORD088898,88898,11102,2,1,4,Hibernating
CUST2994,11,8294,ORD098182,98182,1818,5,3,4,Loyal
CUST2995,10,5253,ORD098550,98550,1450,5,2,2,New Customers
CUST2996,10,5715,ORD099281,99281,719,5,2,2,New Customers
CUST2997,6,3053,ORD078624,78624,21376,1,1,1,Lost
CUST2998,11,6079,ORD086355,86355,13645,2,3,3,At Risk
CUST2999,14,7073,ORD082146,82146,17854,1,4,4,At Risk
CUST3000,12,5153,ORD088531,88531,11469,2,3,2,At Risk
CUST3001,23,14506,ORD096000,96000,4000,4,5,5,Champions
CUST3002,9,3778,ORD084689,84689,15311,1,2,1,Promising
CUST3003,7,4200,ORD099697,99697,303,5,1,1,New Customers
CUST3004,12,6486,ORD092886,92886,7114,3,3,3,Loyal
CUST3005,10,6338,ORD099770,99770,230,5,2,3,New Customers
CUST3006,8,5287,ORD083443,83443,16557,1,1,2,Lost
CUST3007,13,6976,ORD098316,98316,1684,5,4,3,Loyal
CUST3008,12,7877,ORD097177,97177,2823,4,3,4,Loyal
CUST3009,12,6641,ORD098347,98347,1653,5,3,3,Loyal
CUST3010,6,4205,ORD088473,88473,11527,2,1,1,Promising
CUST3011,12,5540,ORD096747,96747,3253,4,3,2,Loyal
CUST3012,11,7877,ORD088865,88865,11135,2,3,4,At Risk
CUST3013,17,11484,ORD099991,99991,9,5,5,5,Champions
CUST3014,11,5275,ORD094321,94321,5679,3,3,2,Loyal
CUST3015,14,11322,ORD095056,95056,4944,3,4,5,Loyal
CUST3016,9,7316,ORD095628,95628,4372,4,2,4,New Customers
CUST3017,11,7012,ORD092495,92495,7505,3,3,4,Loyal
CUST3018,12,4604,ORD099077,99077,923,5,3,2,Loyal
CUST3019,8,4767,ORD093284,93284,6716,3,1,2,Promising
CUST3020,14,9038,ORD092533,92533,7467,3,4,5,Loyal
CUST3021,8,4292,ORD092104,92104,7896,3,1,1,Promising
CUST3022,14,7022,ORD099547,99547,453,5,4,4,Champions
CUST3023,9,4968,ORD078786,78786,21214,1,2,2,Promising
CUST3024,4,1694,ORD032972,32972,67028,1,1,1,Lost
CUST3025,7,5874,ORD060491,60491,39509,1,1,3,Hibernating
CUST3026,10,3992,ORD097111,97111,2889,4,2,1,New Customers
CUST3027,7,3012,ORD083039,83039,16961,1,1,1,Lost
CUST3028,7,2178,ORD094232,94232,5768,3,1,1,Promising
CUST3029,18,10644,ORD094608,94608,5392,3,5,5,Loyal
CUST3030,7,2868,ORD093871,93871,6129,3,1,1,Promising
CUST3031,8,6832,ORD096474,96474,3526,4,1,3,New Customers
CUST3032,7,3663,ORD076868,76868,23132,1,1,1,Lost
CUST3033,10,4704,ORD084658,84658,15342,1,2,2,Promising
CUST3034,8,5428,ORD098677,98677,1323,5,1,2,New Customers
CUST3035,13,9187,ORD096620,96620,3380,4,4,5,Champions
CUST3036,13,7370,ORD088987,88987,11013,2,4,4,At Risk
CUST3037,17,10003,ORD097701,97701,2299,4,5,5,Champions
CUST3038,8,5503,ORD074232,74232,25768,1,1,2,Lost
CUST3039,9,4718,ORD097530,97530,2470,4,2,2,New Customers
CUST3040,8,4282,ORD096991,96991,3009,4,1,1,New Customers
CUST3041,10,2677,ORD099740,99740,260,5,2,1,New Customers
CUST3042,14,10618,ORD083063,83063,16937,1,4,5,At Risk
CUST3043,11,7971,ORD091537,91537,8463,2,3,4,At Risk
CUST3044,9,4737,ORD093894,93894,6106,3,2,2,Promising
CUST3045,10,4311,ORD095802,95802,4198,4,2,1,New Customers
CUST3046,9,4516,ORD099880,99880,120,5,2,2,New Customers
CUST3047,14,8025,ORD096232,96232,3768,4,4,4,Champions
CUST3048,13,8322,ORD094229,94229,5771,3,4,4,Loyal
CUST3049,12,5687,ORD099202,99202,798,5,3,2,Loyal
CUST3050,11,5356,ORD089522,89522,10478,2,3,2,At Risk
CUST3051,7,4064,ORD077925,77925,22075,1,1,1,Lost
CUST3052,13,6396,ORD097110,97110,2890,4,4,3,Loyal
CUST3053,8,5602,ORD059736,59736,40264,1,1,2,Lost
CUST3054,13,7440,ORD098989,98989,1011,5,4,4,Champions
CUST3055,9,4579,ORD095431,95431,4569,4,2,2,New Customers
CUST3056,13,7687,ORD098420,98420,1580,5,4,4,Champions
CUST3057,12,5791,ORD096773,96773,3227,4,3,3,Loyal
CUST3058,6,2443,ORD097386,97386,2614,4,1,1,New Customers
CUST3059,12,5615,ORD097740,97740,2260,4,3,2,Loyal
CUST3060,11,5624,ORD087254,87254,12746,2,3,2,At Risk
CUST3061,8,4216,ORD087253,87253,12747,2,1,1,Promising
CUST3062,7,6181,ORD098481,98481,1519,5,1,3,New Customers
CUST3063,13,13424,ORD095796,95796,4204,4,4,5,Champions
CUST3064,8,3447,ORD077671,77671,22329,1,1,1,Lost
CUST3065,14,7436,ORD099597,99597,403,5,4,4,Champions
CUST3066,11,7252,ORD092320,92320,7680,3,3,4,Loyal
CUST3067,8,4926,ORD085723,85723,14277,2,1,2,Promising
CUST3068,17,10539,ORD088199,88199,11801,2,5,5,At Risk
CUST3069,15,9098,ORD094700,94700,5300,3,5,5,Loyal
CUST3070,9,5056,ORD093998,93998,6002,3,2,2,Promising
CUST3071,11,5968,ORD092492,92492,7508,3,3,3,Loyal
CUST3072,15,8694,ORD099266,99266,734,5,5,5,Champions
CUST3073,7,3990,ORD053566,53566,46434,1,1,1,Lost
CUST3074,6,3014,ORD089934,89934,10066,2,1,1,Promising
CUST3075,7,3415,ORD089738,89738,10262,2,1,1,Promising
CUST3076,8,3827,ORD092476,92476,7524,3,1,1,Promising
CUST3077,14,7521,ORD094587,94587,5413,3,4,4,Loyal
CUST3078,12,7650,ORD059798,59798,40202,1,3,4,At Risk
CUST3079,9,4831,ORD083986,83986,16014,1,2,2,Promising
CUST3080,9,3724,ORD094075,94075,5925,3,2,1,Promising
CUST3081,8,3766,ORD085405,85405,14595,1,1,1,Lost
CUST3082,13,6642,ORD089180,89180,10820,2,4,3,At Risk
CUST3083,16,8653,ORD067739,67739,32261,1,5,5,At Risk
CUST3084,10,6472,ORD093903,93903,6097,3,2,3,Potential Loyalists
CUST3085,8,4856,ORD085887,85887,14113,2,1,2,Promising
CUST3086,8,5703,ORD093043,93043,6957,3,1,2,Promising
CUST3087,15,10185,ORD092204,92204,7796,3,5,5,Loyal
CUST3088,16,8899,ORD099090,99090,910,5,5,5,Champions
CUST3089,14,9678,ORD097566,97566,2434,4,4,5,Champions
CUST3090,13,5274,ORD097806,97806,2194,4,4,2,Loyal
CUST3091,9,6420,ORD095673,95673,4327,4,2,3,New Customers
CUST3092,9,4683,ORD086207,86207,13793,2,2,2,Promising
CUST3093,13,9210,ORD099483,99483,517,5,4,5,Champions
CUST3094,13,7134,ORD094082,94082,5918,3,4,4,Loyal
CUST3095,13,7482,ORD084524,84524,15476,1,4,4,At Risk
CUST3096,8,3804,ORD066200,66200,33800,1,1,1,Lost
CUST3097,10,4176,ORD095287,95287,4713,3,2,1,Promising
CUST3098,9,5656,ORD098122,98122,1878,5,2,2,New Customers
CUST3099,11,5226,ORD099149,99149,851,5,3,2,Loyal
CUST3100,15,9405,ORD095156,95156,4844,3,5,5,Loyal
CUST3101,10,5043,ORD089066,89066,10934,2,2,2,Promising
CUST3102,7,4500,ORD092543,92543,7457,3,1,2,Promising
CUST3103,15,11347,ORD095274,95274,4726,3,5,5,Loyal
CUST3104,9,6617,ORD099348,99348,652,5,2,3,New Customers
CUST3105,13,8599,ORD086850,86850,13150,2,4,5,At Risk
CUST3106,12,5944,ORD099611,99611,389,5,3,3,Loyal
CUST3107,6,2139,ORD080388,80388,19612,1,1,1,Lost
CUST3108,14,9158,ORD098252,98252,1748,5,4,5,Champions
CUST3109,14,7634,ORD096043,96043,3957,4,4,4,Champions
CUST3110,12,8004,ORD095868,95868,4132,4,3,4,Loyal
CUST3111,15,6458,ORD096816,96816,3184,4,5,3,Loyal
CUST3112,9,6759,ORD095724,95724,4276,4,2,3,New Customers
CUST3113,6,4672,ORD088600,88600,11400,2,1,2,Promising
CUST3114,10,7330,ORD089916,89916,10084,2,2,4,Hibernating
CUST3115,12,6531,ORD098770,98770,1230,5,3,3,Loyal
CUST3116,7,5486,ORD088064,88064,11936,2,1,2,Promising
CUST3117,7,4158,ORD081943,81943,18057,1,1,1,Lost
CUST3118,13,8337,ORD097660,97660,2340,4,4,4,Champions
CUST3119,12,8404,ORD096035,96035,3965,4,3,4,Loyal
CUST3120,14,6745,ORD080035,80035,19965,1,4,3,At Risk
CUST3121,11,6426,ORD092951,92951,7049,3,3,3,Loyal
CUST3122,9,4966,ORD089160,89160,10840,2,2,2,Promising
CUST3123,9,5050,ORD099796,99796,204,5,2,2,New Customers
CUST3124,6,3660,ORD075214,75214,24786,1,1,1,Lost
CUST3125,16,8118,ORD092101,92101,7899,3,5,4,Loyal
CUST3126,14,10475,ORD099031,99031,969,5,4,5,Champions
CUST3127,14,9325,ORD094877,94877,5123,3,4,5,Loyal
CUST3128,13,8745,ORD091505,91505,8495,2,4,5,At Risk
CUST3129,11,6676,ORD084584,84584,15416,1,3,3,At Risk
CUST3130,16,7528,ORD098809,98809,1191,5,5,4,Champions
CUST3131,13,6207,ORD085908,85908,14092,2,4,3,At Risk
CUST3132,12,6634,ORD096808,96808,3192,4,3,3,Loyal
CUST3133,11,8382,ORD098304,98304,1696,5,3,4,Loyal
CUST3134,12,7467,ORD098275,98275,1725,5,3,4,Loyal
CUST3135,6,3270,ORD099628,99628,372,5,1,1,New Customers
CUST3136,6,4621,ORD069107,69107,30893,1,1,2,Lost
CUST3137,17,8908,ORD096276,96276,3724,4,5,5,Champions
CUST3138,13,6589,ORD082813,82813,17187,1,4,3,At Risk
CUST3139,12,9187,ORD079913,79913,20087,1,3,5,At Risk
CUST3140,12,7956,ORD091665,91665,8335,2,3,4,At Risk
CUST3141,12,4674,ORD098066,98066,1934,5,3,2,Loyal
CUST3142,14,6574,ORD086545,86545,13455,2,4,3,At Risk
CUST3143,9,5407,ORD065524,65524,34476,1,2,2,Promising
CUST3144,6,3587,ORD098007,98007,1993,5,1,1,New Customers
CUST3145,6,4447,ORD091555,91555,8445,2,1,1,Promising
CUST3146,14,9547,ORD093854,93854,6146,3,4,5,Loyal
CUST3147,10,4658,ORD099218,99218,782,5,2,2,New Customers
CUST3148,19,9398,ORD084909,84909,15091,1,5,5,At Risk
CUST3149,10,6808,ORD095098,95098,4902,3,2,3,Potential Loyalists
CUST3150,13,8240,ORD095708,95708,4292,4,4,4,Champions
CUST3151,7,3526,ORD084993,84993,15007,1,1,1,Lost
CUST3152,12,6375,ORD090587,90587,9413,2,3,3,At Risk
CUST3153,9,6899,ORD070541,70541,29459,1,2,3,Hibernating
CUST3154,9,3124,ORD060821,60821,39179,1,2,1,Promising
CUST3155,9,7360,ORD099082,99082,918,5,2,4,New Customers
CUST3156,12,7721,ORD085808,85808,14192,2,3,4,At Risk
CUST3157,10,6267,ORD087921,87921,12079,2,2,3,Hibernating
CUST3158,9,3483,ORD079184,79184,20816,1,2,1,Promising
CUST3159,13,8308,ORD096112,96112,3888,4,4,4,Champions
CUST3160,14,8764,ORD099605,99605,395,5,4,5,Champions
CUST3161,7,3035,ORD045637,45637,54363,1,1,1,Lost
CUST3162,4,2280,ORD084055,84055,15945,1,1,1,Lost
CUST3163,12,7230,ORD093031,93031,6969,3,3,4,Loyal
CUST3164,8,5470,ORD097051,97051,2949,4,1,2,New Customers
CUST3165,16,12071,ORD099600,99600,400,5,5,5,Champions
CUST3166,14,8688,ORD098399,98399,1601,5,4,5,Champions
CUST3167,18,10670,ORD095732,95732,4268,4,5,5,Champions
CUST3168,10,5495,ORD096521,96521,3479,4,2,2,New Customers
CUST3169,10,4658,ORD090201,90201,9799,2,2,2,Promising
CUST3170,7,4769,ORD059491,59491,40509,1,1,2,Lost
CUST3171,14,7906,ORD097320,97320,2680,4,4,4,Champions
CUST3172,14,9539,ORD083536,83536,16464,1,4,5,At Risk
CUST3173,10,3668,ORD091264,91264,8736,2,2,1,Promising
CUST3174,16,9315,ORD097768,97768,2232,4,5,5,Champions
CUST3175,12,7463,ORD099064,99064,936,5,3,4,Loyal
CUST3176,9,6563,ORD096067,96067,3933,4,2,3,New Customers
CUST3177,6,4535,ORD073347,73347,26653,1,1,2,Lost
CUST3178,12,7803,ORD076754,76754,23246,1,3,4,At Risk
CUST3179,3,1482,ORD045676,45676,54324,1,1,1,Lost
CUST3180,18,11955,ORD094222,94222,5778,3,5,5,Loyal
CUST3181,9,4753,ORD094181,94181,5819,3,2,2,Promising
CUST3182,13,10148,ORD095769,95769,4231,4,4,5,Champions
CUST3183,12,8524,ORD098851,98851,1149,5,3,4,Loyal
CUST3184,9,5545,ORD093518,93518,6482,3,2,2,Promising
CUST3185,17,9960,ORD094006,94006,5994,3,5,5,Loyal
CUST3186,9,3937,ORD089325,89325,10675,2,2,1,Promising
CUST3187,19,11551,ORD098798,98798,1202,5,5,5,Champions
CUST3188,13,8287,ORD093652,93652,6348,3,4,4,Loyal
CUST3189,12,4922,ORD094220,94220,5780,3,3,2,Loyal
CUST3190,11,6349,ORD094756,94756,5244,3,3,3,Loyal
CUST3191,9,5558,ORD095283,95283,4717,3,2,2,Promising
CUST3192,13,6629,ORD089711,89711,10289,2,4,3,At Risk
CUST3193,10,7017,ORD097031,97031,2969,4,2,4,New Customers
CUST3194,11,7261,ORD068756,68756,31244,1,3,4,At Risk
CUST3195,13,4074,ORD099144,99144,856,5,4,1,Loyal
CUST3196,14,10765,ORD096051,96051,3949,4,4,5,Champions
CUST3197,9,2974,ORD080198,80198,19802,1,2,1,Promising
CUST3198,10,4507,ORD094187,94187,5813,3,2,2,Promising
CUST3199,7,4782,ORD099351,99351,649,5,1,2,New Customers
CUST3200,14,9131,ORD094278,94278,5722,3,4,5,Loyal
CUST3201,14,9800,ORD090836,90836,9164,2,4,5,At Risk
CUST3202,11,6754,ORD083891,83891,16109,1,3,3,At Risk
CUST3203,13,7807,ORD094528,94528,5472,3,4,4,Loyal
CUST3204,8,3406,ORD093034,93034,6966,3,1,1,Promising
CUST3205,15,5211,ORD085487,85487,14513,2,5,2,At Risk
CUST3206,10,8276,ORD094733,94733,5267,3,2,4,Potential Loyalists
CUST3207,14,6162,ORD091646,91646,8354,2,4,3,At Risk
CUST3208,7,4108,ORD072330,72330,27670,1,1,1,Lost
CUST3209,9,7750,ORD093930,93930,6070,3,2,4,Potential Loyalists
CUST3210,7,2737,ORD098708,98708,1292,5,1,1,New Customers
CUST3211,8,5076,ORD084216,84216,15784,1,1,2,Lost
CUST3212,7,4286,ORD096006,96006,3994,4,1,1,New Customers
CUST3213,10,5612,ORD093028,93028,6972,3,2,2,Promising
CUST3214,9,5738,ORD083189,83189,16811,1,2,2,Promising
CUST3215,16,10691,ORD095006,95006,4994,3,5,5,Loyal
CUST3216,10,5239,ORD070272,70272,29728,1,2,2,Promising
CUST3217,11,7818,ORD098579,98579,1421,5,3,4,Loyal
CUST3218,8,5875,ORD089735,89735,10265,2,1,3,Hibernating
CUST3219,15,5699,ORD097850,97850,2150,4,5,2,Loyal
CUST3220,7,3605,ORD089880,89880,10120,2,1,1,Promising
CUST3221,9,7879,ORD090783,90783,9217,2,2,4,Hibernating
CUST3222,20,12430,ORD096459,96459,3541,4,5,5,Champions
CUST3223,14,7890,ORD098278,98278,1722,5,4,4,Champions
CUST3224,17,6890,ORD099171,99171,829,5,5,3,Loyal
CUST3225,8,5487,ORD097276,97276,2724,4,1,2,New Customers
CUST3226,12,4899,ORD099156,99156,844,5,3,2,Loyal
CUST3227,15,8431,ORD096335,96335,3665,4,5,4,Champions
CUST3228,8,7045,ORD086434,86434,13566,2,1,4,Hibernating
CUST3229,13,7154,ORD094555,94555,5445,3,4,4,Loyal
CUST3230,7,5264,ORD083484,83484,16516,1,1,2,Lost
CUST3231,13,7925,ORD075240,75240,24760,1,4,4,At Risk
CUST3232,12,8655,ORD096644,96644,3356,4,3,5,Loyal
CUST3233,11,5740,ORD098145,98145,1855,5,3,2,Loyal
CUST3234,17,9032,ORD081919,81919,18081,1,5,5,At Risk
CUST3235,10,7038,ORD094637,94637,5363,3,2,4,Potential Loyalists
CUST3236,10,5824,ORD091221,91221,8779,2,2,3,Hibernating
CUST3237,6,4427,ORD080361,80361,19639,1,1,1,Lost
CUST3238,13,8906,ORD091746,91746,8254,2,4,5,At Risk
CUST3239,11,4929,ORD094202,94202,5798,3,3,2,Loyal
CUST3240,10,3822,ORD090985,90985,9015,2,2,1,Promising
CUST3241,12,6403,ORD096972,96972,3028,4,3,3,Loyal
CUST3242,9,7374,ORD086113,86113,13887,2,2,4,Hibernating
CUST3243,15,11068,ORD086623,86623,13377,2,5,5,At Risk
CUST3244,6,3294,ORD090675,90675,9325,2,1,1,Promising
CUST3245,7,2892,ORD084776,84776,15224,1,1,1,Lost
CUST3246,16,6458,ORD096942,96942,3058,4,5,3,Loyal
