Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested,Hour,Delay_Flag,Refund_Flag,Delivery_Tier,Order_Segment,Hour_Bucket,Sentiment,Feedback_Theme,Sentiment_Score
ORD029690,CUST2995,Blinkit,22:29.5,9,Beverages,504,Very satisfied with the service.,5,No,No,22,0,0,Express,High,Evening,Positive,Overall,1
ORD029691,CUST5318,Blinkit,33:29.5,8,Dairy,506,"Horrible experience, never ordering again.",1,No,Yes,33,0,1,Express,High,Off-Peak,Negative,Overall,-1
ORD029692,CUST2991,Swiggy Instamart,32:29.5,15,Grocery,1235,"Fast delivery, great service!",5,No,No,32,0,0,Express,Premium,Off-Peak,Positive,Speed,1
ORD029693,CUST5072,Blinkit,09:29.5,34,Fruits & Vegetables,331,Good quality products.,4,No,No,9,0,0,On-Time,Medium,Morning,Positive,Product Quality,1
ORD029694,CUST7697,JioMart,24:29.5,39,Personal Care,1098,"Horrible experience, never ordering again.",1,No,Yes,24,0,1,Slow,Premium,Off-Peak,Negative,Overall,-1
ORD029695,CUST1104,Blinkit,06:29.5,44,Grocery,1362,Very satisfied with the service.,5,Yes,No,6,1,0,Slow,Premium,Off-Peak,Positive,Overall,1
ORD029696,CUST7278,Swiggy Instamart,49:29.5,28,Snacks,304,Wrong item delivered.,1,No,Yes,49,0,1,On-Time,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD029697,CUST2397,JioMart,44:29.5,28,Snacks,278,Wrong item delivered.,1,No,Yes,44,0,1,On-Time,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD029698,CUST1401,JioMart,11:29.5,36,Grocery,883,"Easy to order, loved it!",5,No,No,11,0,0,Slow,High,Off-Peak,Positive,App/UX,1
ORD029699,CUST5320,JioMart,30:29.5,28,Fruits & Vegetables,380,"Easy to order, loved it!",5,No,No,30,0,0,On-Time,Medium,Off-Peak,Positive,App/UX,1
ORD029700,CUST8441,JioMart,19:29.5,35,Beverages,780,Excellent experience!,5,No,No,19,0,0,On-Time,High,Evening,Positive,Overall,1
ORD029701,CUST2515,Swiggy Instamart,02:29.5,23,Grocery,679,"Fast delivery, great service!",5,No,No,2,0,0,On-Time,High,Off-Peak,Positive,Speed,1
ORD029702,CUST9214,Swiggy Instamart,38:29.5,32,Dairy,464,Delivery person was rude.,2,No,Yes,38,0,1,On-Time,Medium,Off-Peak,Negative,Staff,-1
ORD029703,CUST3033,Swiggy Instamart,10:29.5,27,Grocery,1407,Very satisfied with the service.,5,No,No,10,0,0,On-Time,Premium,Morning,Positive,Overall,1
ORD029704,CUST2670,Swiggy Instamart,00:29.5,45,Dairy,792,Quick and reliable!,5,Yes,No,0,1,0,Slow,High,Off-Peak,Positive,Speed,1
ORD029705,CUST3051,Blinkit,32:29.5,36,Snacks,493,Excellent experience!,5,No,No,32,0,0,Slow,Medium,Off-Peak,Positive,Overall,1
ORD029706,CUST6166,Swiggy Instamart,08:29.5,49,Grocery,291,Excellent experience!,5,Yes,No,8,1,0,Slow,Medium,Morning,Positive,Overall,1
ORD029707,CUST7199,Blinkit,45:29.5,35,Fruits & Vegetables,515,"Fast delivery, great service!",5,No,No,45,0,0,On-Time,High,Off-Peak,Positive,Speed,1
ORD029708,CUST3343,JioMart,12:29.5,24,Grocery,714,Excellent experience!,5,No,No,12,0,0,On-Time,High,Lunch,Positive,Overall,1
ORD029709,CUST5977,Blinkit,29:29.5,24,Fruits & Vegetables,138,Packaging could be better.,3,No,No,29,0,0,On-Time,Low,Off-Peak,Neutral,Packaging,0
ORD029710,CUST8965,Blinkit,08:29.5,24,Personal Care,329,Excellent experience!,5,No,No,8,0,0,On-Time,Medium,Morning,Positive,Overall,1
ORD029711,CUST7704,Blinkit,02:29.5,39,Snacks,87,"Easy to order, loved it!",5,No,No,2,0,0,Slow,Low,Off-Peak,Positive,App/UX,1
ORD029712,CUST4463,Swiggy Instamart,22:29.5,33,Grocery,1036,"Not fresh, disappointed.",2,No,Yes,22,0,1,On-Time,Premium,Evening,Negative,Product Quality,-1
ORD029713,CUST5742,Swiggy Instamart,48:29.5,28,Grocery,408,Good quality products.,4,No,No,48,0,0,On-Time,Medium,Off-Peak,Positive,Product Quality,1
ORD029714,CUST2038,JioMart,27:29.5,40,Beverages,851,Quick and reliable!,5,No,No,27,0,0,Slow,High,Off-Peak,Positive,Speed,1
ORD029715,CUST1741,Swiggy Instamart,37:29.5,39,Fruits & Vegetables,692,Excellent experience!,5,No,No,37,0,0,Slow,High,Off-Peak,Positive,Overall,1
ORD029716,CUST4611,Blinkit,38:29.5,35,Personal Care,1627,"Very late delivery, not happy.",2,No,Yes,38,0,1,On-Time,Premium,Off-Peak,Negative,Speed,-1
ORD029717,CUST5289,Swiggy Instamart,13:29.5,25,Personal Care,119,Good quality products.,4,No,No,13,0,0,On-Time,Low,Lunch,Positive,Product Quality,1
ORD029718,CUST2286,Swiggy Instamart,22:29.5,16,Grocery,1030,Very satisfied with the service.,5,No,No,22,0,0,Express,Premium,Evening,Positive,Overall,1
ORD029719,CUST5602,Blinkit,49:29.5,40,Snacks,406,"Horrible experience, never ordering again.",1,No,Yes,49,0,1,Slow,Medium,Off-Peak,Negative,Overall,-1
ORD029720,CUST2527,JioMart,18:29.5,34,Dairy,324,Packaging could be better.,3,No,No,18,0,0,On-Time,Medium,Evening,Neutral,Packaging,0
ORD029721,CUST4244,Swiggy Instamart,37:29.5,41,Beverages,956,Very satisfied with the service.,5,Yes,No,37,1,0,Slow,High,Off-Peak,Positive,Overall,1
ORD029722,CUST2142,JioMart,48:29.5,14,Beverages,705,Delivery person was rude.,2,No,Yes,48,0,1,Express,High,Off-Peak,Negative,Staff,-1
ORD029723,CUST9448,Blinkit,58:29.5,33,Personal Care,1265,"Very late delivery, not happy.",2,No,Yes,58,0,1,On-Time,Premium,Off-Peak,Negative,Speed,-1
ORD029724,CUST2698,Swiggy Instamart,20:29.5,16,Personal Care,1894,Very satisfied with the service.,5,No,No,20,0,0,Express,Premium,Evening,Positive,Overall,1
ORD029725,CUST2816,JioMart,57:29.5,31,Dairy,678,Packaging could be better.,3,No,No,57,0,0,On-Time,High,Off-Peak,Neutral,Packaging,0
ORD029726,CUST2696,JioMart,41:29.5,28,Fruits & Vegetables,426,"Not fresh, disappointed.",2,No,Yes,41,0,1,On-Time,Medium,Off-Peak,Negative,Product Quality,-1
ORD029727,CUST6112,Blinkit,37:29.5,38,Beverages,632,Packaging could be better.,3,No,No,37,0,0,Slow,High,Off-Peak,Neutral,Packaging,0
ORD029728,CUST1159,Swiggy Instamart,05:29.5,37,Grocery,1124,Excellent experience!,5,No,No,5,0,0,Slow,Premium,Off-Peak,Positive,Overall,1
ORD029729,CUST6600,JioMart,58:29.5,26,Snacks,219,Very satisfied with the service.,5,No,No,58,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD029730,CUST2407,JioMart,57:29.5,29,Beverages,190,"Not fresh, disappointed.",2,No,Yes,57,0,1,On-Time,Low,Off-Peak,Negative,Product Quality,-1
ORD029731,CUST4792,JioMart,00:29.5,25,Dairy,611,Excellent experience!,5,No,No,0,0,0,On-Time,High,Off-Peak,Positive,Overall,1
ORD029732,CUST3565,JioMart,10:29.5,10,Snacks,270,Wrong item delivered.,1,No,Yes,10,0,1,Express,Medium,Morning,Negative,Order Accuracy,-1
ORD029733,CUST6158,JioMart,46:29.5,30,Grocery,838,Wrong item delivered.,1,No,Yes,46,0,1,On-Time,High,Off-Peak,Negative,Order Accuracy,-1
ORD029734,CUST2897,JioMart,18:29.5,7,Dairy,302,"Easy to order, loved it!",5,No,No,18,0,0,Express,Medium,Evening,Positive,App/UX,1
ORD029735,CUST8289,JioMart,23:29.5,20,Grocery,245,Delivery person was rude.,2,No,Yes,23,0,1,Express,Medium,Off-Peak,Negative,Staff,-1
ORD029736,CUST1036,JioMart,10:29.5,32,Dairy,129,"Horrible experience, never ordering again.",1,No,Yes,10,0,1,On-Time,Low,Morning,Negative,Overall,-1
ORD029737,CUST6074,JioMart,11:29.5,31,Dairy,642,"Fast delivery, great service!",5,No,No,11,0,0,On-Time,High,Off-Peak,Positive,Speed,1
ORD029738,CUST6108,JioMart,57:29.5,38,Fruits & Vegetables,339,Delivery person was rude.,2,No,Yes,57,0,1,Slow,Medium,Off-Peak,Negative,Staff,-1
ORD029739,CUST8379,Swiggy Instamart,43:29.5,29,Snacks,309,Excellent experience!,5,No,No,43,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD029740,CUST1631,Blinkit,14:29.5,41,Personal Care,934,"Very late delivery, not happy.",2,Yes,Yes,14,1,1,Slow,High,Lunch,Negative,Speed,-1
ORD029741,CUST9230,Blinkit,24:29.5,35,Personal Care,778,Delivery person was rude.,2,No,Yes,24,0,1,On-Time,High,Off-Peak,Negative,Staff,-1
ORD029742,CUST6917,Blinkit,01:29.5,32,Personal Care,1257,"Very late delivery, not happy.",2,No,Yes,1,0,1,On-Time,Premium,Off-Peak,Negative,Speed,-1
ORD029743,CUST7784,JioMart,12:29.5,14,Grocery,1015,Quick and reliable!,5,No,No,12,0,0,Express,Premium,Lunch,Positive,Speed,1
ORD029744,CUST1022,Blinkit,42:29.5,46,Grocery,998,"Not fresh, disappointed.",2,Yes,Yes,42,1,1,Slow,High,Off-Peak,Negative,Product Quality,-1
ORD029745,CUST5503,JioMart,15:29.5,17,Snacks,376,Very satisfied with the service.,5,No,No,15,0,0,Express,Medium,Off-Peak,Positive,Overall,1
ORD029746,CUST1782,Swiggy Instamart,05:29.5,32,Snacks,178,"Not fresh, disappointed.",2,No,Yes,5,0,1,On-Time,Low,Off-Peak,Negative,Product Quality,-1
ORD029747,CUST7330,Blinkit,35:29.5,49,Grocery,1209,"Not fresh, disappointed.",2,Yes,Yes,35,1,1,Slow,Premium,Off-Peak,Negative,Product Quality,-1
ORD029748,CUST8425,Swiggy Instamart,30:29.5,9,Snacks,70,"Very late delivery, not happy.",2,No,Yes,30,0,1,Express,Low,Off-Peak,Negative,Speed,-1
ORD029749,CUST2639,Swiggy Instamart,14:29.5,25,Grocery,1378,Quick and reliable!,5,No,No,14,0,0,On-Time,Premium,Lunch,Positive,Speed,1
ORD029750,CUST5848,JioMart,21:29.5,5,Dairy,310,Excellent experience!,5,No,No,21,0,0,Express,Medium,Evening,Positive,Overall,1
ORD029751,CUST9246,Blinkit,51:29.5,37,Fruits & Vegetables,318,Very satisfied with the service.,5,No,No,51,0,0,Slow,Medium,Off-Peak,Positive,Overall,1
ORD029752,CUST8516,Swiggy Instamart,20:29.5,29,Dairy,667,"Very late delivery, not happy.",2,No,Yes,20,0,1,On-Time,High,Evening,Negative,Speed,-1
ORD029753,CUST9627,Blinkit,11:29.5,24,Beverages,495,Very satisfied with the service.,5,No,No,11,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD029754,CUST4484,Swiggy Instamart,25:29.5,21,Personal Care,948,Items missing from order.,2,No,Yes,25,0,1,On-Time,High,Off-Peak,Negative,Order Accuracy,-1
ORD029755,CUST2133,Swiggy Instamart,09:29.5,26,Personal Care,782,"Fast delivery, great service!",5,No,No,9,0,0,On-Time,High,Morning,Positive,Speed,1
ORD029756,CUST1356,JioMart,15:29.5,35,Snacks,403,"Easy to order, loved it!",5,No,No,15,0,0,On-Time,Medium,Off-Peak,Positive,App/UX,1
ORD029757,CUST4242,Blinkit,29:29.5,21,Beverages,193,Wrong item delivered.,1,No,Yes,29,0,1,On-Time,Low,Off-Peak,Negative,Order Accuracy,-1
ORD029758,CUST2713,JioMart,38:29.5,27,Personal Care,1716,Delivery person was rude.,2,No,Yes,38,0,1,On-Time,Premium,Off-Peak,Negative,Staff,-1
ORD029759,CUST5303,JioMart,38:29.5,31,Snacks,142,"Fast delivery, great service!",5,No,No,38,0,0,On-Time,Low,Off-Peak,Positive,Speed,1
ORD029760,CUST6794,JioMart,56:29.5,26,Snacks,57,Very satisfied with the service.,5,No,No,56,0,0,On-Time,Low,Off-Peak,Positive,Overall,1
ORD029761,CUST7385,JioMart,37:29.5,31,Fruits & Vegetables,681,Excellent experience!,5,No,No,37,0,0,On-Time,High,Off-Peak,Positive,Overall,1
ORD029762,CUST5452,JioMart,42:29.5,18,Beverages,270,"Very late delivery, not happy.",2,No,Yes,42,0,1,Express,Medium,Off-Peak,Negative,Speed,-1
ORD029763,CUST6156,Swiggy Instamart,06:29.5,21,Dairy,366,Packaging could be better.,3,No,No,6,0,0,On-Time,Medium,Off-Peak,Neutral,Packaging,0
ORD029764,CUST8762,Blinkit,10:29.5,28,Snacks,124,"Very late delivery, not happy.",2,No,Yes,10,0,1,On-Time,Low,Morning,Negative,Speed,-1
ORD029765,CUST3050,Blinkit,31:29.5,14,Personal Care,574,Quick and reliable!,5,No,No,31,0,0,Express,High,Off-Peak,Positive,Speed,1
ORD029766,CUST3498,JioMart,52:29.5,25,Fruits & Vegetables,394,Packaging could be better.,3,No,No,52,0,0,On-Time,Medium,Off-Peak,Neutral,Packaging,0
ORD029767,CUST8499,Blinkit,28:29.5,25,Grocery,367,"Horrible experience, never ordering again.",1,No,Yes,28,0,1,On-Time,Medium,Off-Peak,Negative,Overall,-1
ORD029768,CUST6375,Swiggy Instamart,47:29.5,36,Personal Care,787,Very satisfied with the service.,5,No,No,47,0,0,Slow,High,Off-Peak,Positive,Overall,1
ORD029769,CUST8739,JioMart,26:29.5,40,Fruits & Vegetables,324,"Fast delivery, great service!",5,No,No,26,0,0,Slow,Medium,Off-Peak,Positive,Speed,1
ORD029770,CUST5403,Swiggy Instamart,45:29.5,41,Beverages,805,"Easy to order, loved it!",5,Yes,No,45,1,0,Slow,High,Off-Peak,Positive,App/UX,1
ORD029771,CUST1895,Swiggy Instamart,28:29.5,32,Grocery,1126,Delivery person was rude.,2,No,Yes,28,0,1,On-Time,Premium,Off-Peak,Negative,Staff,-1
ORD029772,CUST8454,JioMart,57:29.5,16,Personal Care,1550,Excellent experience!,5,No,No,57,0,0,Express,Premium,Off-Peak,Positive,Overall,1
ORD029773,CUST5386,Swiggy Instamart,07:29.5,18,Beverages,137,Items missing from order.,2,No,Yes,7,0,1,Express,Low,Morning,Negative,Order Accuracy,-1
ORD029774,CUST1447,JioMart,35:29.5,33,Beverages,177,"Fast delivery, great service!",5,No,No,35,0,0,On-Time,Low,Off-Peak,Positive,Speed,1
ORD029775,CUST4645,Swiggy Instamart,30:29.5,37,Grocery,906,"Not fresh, disappointed.",2,No,Yes,30,0,1,Slow,High,Off-Peak,Negative,Product Quality,-1
ORD029776,CUST4519,Blinkit,57:29.5,17,Dairy,787,Quick and reliable!,5,No,No,57,0,0,Express,High,Off-Peak,Positive,Speed,1
ORD029777,CUST8368,Blinkit,55:29.5,44,Grocery,718,Wrong item delivered.,1,Yes,Yes,55,1,1,Slow,High,Off-Peak,Negative,Order Accuracy,-1
ORD029778,CUST5350,Blinkit,52:29.5,41,Grocery,247,Very satisfied with the service.,5,Yes,No,52,1,0,Slow,Medium,Off-Peak,Positive,Overall,1
ORD029779,CUST5231,JioMart,13:29.5,44,Grocery,1250,"Easy to order, loved it!",5,Yes,No,13,1,0,Slow,Premium,Lunch,Positive,App/UX,1
ORD029780,CUST9605,Swiggy Instamart,41:29.5,32,Beverages,256,Wrong item delivered.,1,No,Yes,41,0,1,On-Time,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD029781,CUST8369,Swiggy Instamart,55:29.5,18,Personal Care,1421,Wrong item delivered.,1,No,Yes,55,0,1,Express,Premium,Off-Peak,Negative,Order Accuracy,-1
ORD029782,CUST1060,Blinkit,22:29.5,36,Grocery,930,Very satisfied with the service.,5,No,No,22,0,0,Slow,High,Evening,Positive,Overall,1
ORD029783,CUST4762,Blinkit,25:29.5,28,Personal Care,576,Wrong item delivered.,1,No,Yes,25,0,1,On-Time,High,Off-Peak,Negative,Order Accuracy,-1
ORD029784,CUST5045,JioMart,56:29.5,29,Dairy,617,Wrong item delivered.,1,No,Yes,56,0,1,On-Time,High,Off-Peak,Negative,Order Accuracy,-1
ORD029785,CUST2745,JioMart,26:29.5,43,Personal Care,374,"Very late delivery, not happy.",2,Yes,Yes,26,1,1,Slow,Medium,Off-Peak,Negative,Speed,-1
ORD029786,CUST4747,Swiggy Instamart,50:29.5,24,Beverages,362,Wrong item delivered.,1,No,Yes,50,0,1,On-Time,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD029787,CUST7441,JioMart,14:29.5,33,Beverages,828,Very satisfied with the service.,5,No,No,14,0,0,On-Time,High,Lunch,Positive,Overall,1
ORD029788,CUST5733,JioMart,19:29.5,26,Grocery,641,"Horrible experience, never ordering again.",1,No,Yes,19,0,1,On-Time,High,Evening,Negative,Overall,-1
ORD029789,CUST2457,JioMart,44:29.5,24,Fruits & Vegetables,602,Packaging could be better.,3,No,No,44,0,0,On-Time,High,Off-Peak,Neutral,Packaging,0
ORD029790,CUST4044,Blinkit,43:29.5,23,Dairy,428,Packaging could be better.,3,No,No,43,0,0,On-Time,Medium,Off-Peak,Neutral,Packaging,0
ORD029791,CUST7627,Blinkit,04:29.5,22,Personal Care,213,Wrong item delivered.,1,No,Yes,4,0,1,On-Time,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD029792,CUST5922,Swiggy Instamart,34:29.5,18,Grocery,803,Wrong item delivered.,1,No,Yes,34,0,1,Express,High,Off-Peak,Negative,Order Accuracy,-1
ORD029793,CUST2160,JioMart,44:29.5,50,Snacks,308,Packaging could be better.,3,Yes,No,44,1,0,Slow,Medium,Off-Peak,Neutral,Packaging,0
ORD029794,CUST1070,Blinkit,21:29.5,30,Beverages,124,"Not fresh, disappointed.",2,No,Yes,21,0,1,On-Time,Low,Evening,Negative,Product Quality,-1
ORD029795,CUST7312,JioMart,47:29.5,34,Fruits & Vegetables,320,Very satisfied with the service.,5,No,No,47,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD029796,CUST1277,Swiggy Instamart,02:29.5,23,Beverages,407,"Horrible experience, never ordering again.",1,No,Yes,2,0,1,On-Time,Medium,Off-Peak,Negative,Overall,-1
ORD029797,CUST4672,JioMart,34:29.5,20,Beverages,962,"Very late delivery, not happy.",2,No,Yes,34,0,1,Express,High,Off-Peak,Negative,Speed,-1
ORD029798,CUST3749,Swiggy Instamart,17:29.5,22,Grocery,1413,Wrong item delivered.,1,No,Yes,17,0,1,On-Time,Premium,Off-Peak,Negative,Order Accuracy,-1
ORD029799,CUST7989,Swiggy Instamart,13:29.5,22,Dairy,793,Wrong item delivered.,1,No,Yes,13,0,1,On-Time,High,Lunch,Negative,Order Accuracy,-1
ORD029800,CUST8387,Blinkit,44:29.5,31,Dairy,473,"Fast delivery, great service!",5,No,No,44,0,0,On-Time,Medium,Off-Peak,Positive,Speed,1
ORD029801,CUST6744,JioMart,49:29.5,28,Personal Care,465,"Not fresh, disappointed.",2,No,Yes,49,0,1,On-Time,Medium,Off-Peak,Negative,Product Quality,-1
ORD029802,CUST4829,Blinkit,11:29.5,47,Dairy,175,Delivery person was rude.,2,Yes,Yes,11,1,1,Slow,Low,Off-Peak,Negative,Staff,-1
ORD029803,CUST2070,JioMart,27:29.5,21,Dairy,157,Packaging could be better.,3,No,No,27,0,0,On-Time,Low,Off-Peak,Neutral,Packaging,0
ORD029804,CUST1745,JioMart,30:29.5,34,Fruits & Vegetables,485,Items missing from order.,2,No,Yes,30,0,1,On-Time,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD029805,CUST6696,Swiggy Instamart,24:29.5,9,Beverages,309,Items missing from order.,2,No,Yes,24,0,1,Express,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD029806,CUST9010,Swiggy Instamart,08:29.5,25,Personal Care,239,"Fast delivery, great service!",5,No,No,8,0,0,On-Time,Medium,Morning,Positive,Speed,1
ORD029807,CUST7497,JioMart,14:29.5,55,Fruits & Vegetables,602,Very satisfied with the service.,5,Yes,No,14,1,0,Very Late,High,Lunch,Positive,Overall,1
ORD029808,CUST4955,Blinkit,16:29.5,17,Dairy,513,"Not fresh, disappointed.",2,No,Yes,16,0,1,Express,High,Off-Peak,Negative,Product Quality,-1
ORD029809,CUST2435,Swiggy Instamart,50:29.5,37,Snacks,103,Wrong item delivered.,1,No,Yes,50,0,1,Slow,Low,Off-Peak,Negative,Order Accuracy,-1
ORD029810,CUST1593,Swiggy Instamart,29:29.5,33,Fruits & Vegetables,421,Excellent experience!,5,No,No,29,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD029811,CUST2330,JioMart,46:29.5,25,Fruits & Vegetables,249,Wrong item delivered.,1,No,Yes,46,0,1,On-Time,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD029812,CUST1438,JioMart,28:29.5,15,Fruits & Vegetables,299,"Very late delivery, not happy.",2,No,Yes,28,0,1,Express,Medium,Off-Peak,Negative,Speed,-1
ORD029813,CUST9746,Swiggy Instamart,42:29.5,26,Beverages,159,Delivery person was rude.,2,No,Yes,42,0,1,On-Time,Low,Off-Peak,Negative,Staff,-1
ORD029814,CUST7652,Blinkit,07:29.5,22,Snacks,258,"Horrible experience, never ordering again.",1,No,Yes,7,0,1,On-Time,Medium,Morning,Negative,Overall,-1
ORD029815,CUST6444,Swiggy Instamart,37:29.5,19,Dairy,263,"Easy to order, loved it!",5,No,No,37,0,0,Express,Medium,Off-Peak,Positive,App/UX,1
ORD029816,CUST5838,JioMart,00:29.5,9,Snacks,364,"Horrible experience, never ordering again.",1,No,Yes,0,0,1,Express,Medium,Off-Peak,Negative,Overall,-1
ORD029817,CUST7668,Swiggy Instamart,11:29.5,28,Grocery,1437,Items missing from order.,2,No,Yes,11,0,1,On-Time,Premium,Off-Peak,Negative,Order Accuracy,-1
ORD029818,CUST2550,JioMart,53:29.5,22,Fruits & Vegetables,384,Very satisfied with the service.,5,No,No,53,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD029819,CUST3715,Swiggy Instamart,50:29.5,19,Dairy,376,"Fast delivery, great service!",5,No,No,50,0,0,Express,Medium,Off-Peak,Positive,Speed,1
ORD029820,CUST6277,JioMart,38:29.5,15,Snacks,293,"Easy to order, loved it!",5,No,No,38,0,0,Express,Medium,Off-Peak,Positive,App/UX,1
ORD029821,CUST4700,JioMart,03:29.5,22,Grocery,1179,"Easy to order, loved it!",5,No,No,3,0,0,On-Time,Premium,Off-Peak,Positive,App/UX,1
ORD029822,CUST7490,Blinkit,34:29.5,36,Fruits & Vegetables,700,Packaging could be better.,3,No,No,34,0,0,Slow,High,Off-Peak,Neutral,Packaging,0
ORD029823,CUST1613,JioMart,31:29.5,32,Grocery,975,Wrong item delivered.,1,No,Yes,31,0,1,On-Time,High,Off-Peak,Negative,Order Accuracy,-1
ORD029824,CUST7365,Swiggy Instamart,34:29.5,31,Personal Care,1252,Very satisfied with the service.,5,No,No,34,0,0,On-Time,Premium,Off-Peak,Positive,Overall,1
ORD029825,CUST5728,JioMart,33:29.5,22,Fruits & Vegetables,134,Packaging could be better.,3,No,No,33,0,0,On-Time,Low,Off-Peak,Neutral,Packaging,0
ORD029826,CUST1349,Swiggy Instamart,31:29.5,46,Beverages,344,Very satisfied with the service.,5,Yes,No,31,1,0,Slow,Medium,Off-Peak,Positive,Overall,1
ORD029827,CUST2006,Blinkit,29:29.5,23,Beverages,218,Excellent experience!,5,No,No,29,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD029828,CUST5602,Swiggy Instamart,01:29.5,33,Snacks,183,"Horrible experience, never ordering again.",1,No,Yes,1,0,1,On-Time,Low,Off-Peak,Negative,Overall,-1
ORD029829,CUST8222,Blinkit,28:29.5,40,Beverages,717,"Easy to order, loved it!",5,No,No,28,0,0,Slow,High,Off-Peak,Positive,App/UX,1
ORD029830,CUST5761,Blinkit,48:29.5,27,Dairy,119,Very satisfied with the service.,5,No,No,48,0,0,On-Time,Low,Off-Peak,Positive,Overall,1
ORD029831,CUST9536,JioMart,35:29.5,9,Dairy,553,Good quality products.,4,No,No,35,0,0,Express,High,Off-Peak,Positive,Product Quality,1
ORD029832,CUST7553,Blinkit,27:29.5,34,Grocery,950,"Easy to order, loved it!",5,No,No,27,0,0,On-Time,High,Off-Peak,Positive,App/UX,1
ORD029833,CUST8600,Swiggy Instamart,41:29.5,32,Beverages,134,"Horrible experience, never ordering again.",1,No,Yes,41,0,1,On-Time,Low,Off-Peak,Negative,Overall,-1
ORD029834,CUST5920,Blinkit,44:29.5,14,Snacks,236,"Easy to order, loved it!",5,No,No,44,0,0,Express,Medium,Off-Peak,Positive,App/UX,1
ORD029835,CUST7202,Blinkit,17:29.5,33,Beverages,173,Very satisfied with the service.,5,No,No,17,0,0,On-Time,Low,Off-Peak,Positive,Overall,1
ORD029836,CUST9500,JioMart,46:29.5,28,Fruits & Vegetables,329,Very satisfied with the service.,5,No,No,46,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD029837,CUST5450,Swiggy Instamart,29:29.5,33,Grocery,1022,Very satisfied with the service.,5,No,No,29,0,0,On-Time,Premium,Off-Peak,Positive,Overall,1
ORD029838,CUST9335,Blinkit,45:29.5,16,Beverages,312,Delivery person was rude.,2,No,Yes,45,0,1,Express,Medium,Off-Peak,Negative,Staff,-1
ORD029839,CUST5134,JioMart,34:29.5,37,Personal Care,1991,"Not fresh, disappointed.",2,No,Yes,34,0,1,Slow,Premium,Off-Peak,Negative,Product Quality,-1
ORD029840,CUST9466,JioMart,18:29.5,24,Grocery,402,Packaging could be better.,3,No,No,18,0,0,On-Time,Medium,Evening,Neutral,Packaging,0
ORD029841,CUST2136,Swiggy Instamart,08:29.5,19,Beverages,658,Good quality products.,4,No,No,8,0,0,Express,High,Morning,Positive,Product Quality,1
ORD029842,CUST8656,JioMart,45:29.5,37,Snacks,424,"Horrible experience, never ordering again.",1,No,Yes,45,0,1,Slow,Medium,Off-Peak,Negative,Overall,-1
ORD029843,CUST1198,Blinkit,53:29.5,38,Fruits & Vegetables,209,Packaging could be better.,3,No,No,53,0,0,Slow,Medium,Off-Peak,Neutral,Packaging,0
ORD029844,CUST5037,JioMart,24:29.5,31,Beverages,439,"Not fresh, disappointed.",2,No,Yes,24,0,1,On-Time,Medium,Off-Peak,Negative,Product Quality,-1
ORD029845,CUST7640,Swiggy Instamart,45:29.5,36,Snacks,141,"Very late delivery, not happy.",2,No,Yes,45,0,1,Slow,Low,Off-Peak,Negative,Speed,-1
ORD029846,CUST2745,Swiggy Instamart,34:29.5,24,Dairy,285,Items missing from order.,2,No,Yes,34,0,1,On-Time,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD029847,CUST1415,JioMart,58:29.5,24,Snacks,89,"Not fresh, disappointed.",2,No,Yes,58,0,1,On-Time,Low,Off-Peak,Negative,Product Quality,-1
ORD029848,CUST1877,Blinkit,55:29.5,42,Beverages,510,Packaging could be better.,3,Yes,No,55,1,0,Slow,High,Off-Peak,Neutral,Packaging,0
ORD029849,CUST8471,JioMart,13:29.5,6,Grocery,1269,Delivery person was rude.,2,No,Yes,13,0,1,Express,Premium,Lunch,Negative,Staff,-1
ORD029850,CUST8676,Swiggy Instamart,53:29.5,8,Dairy,320,Packaging could be better.,3,No,No,53,0,0,Express,Medium,Off-Peak,Neutral,Packaging,0
ORD029851,CUST1064,JioMart,06:29.5,26,Grocery,1160,Delivery person was rude.,2,No,Yes,6,0,1,On-Time,Premium,Off-Peak,Negative,Staff,-1
ORD029852,CUST2176,JioMart,36:29.5,24,Dairy,526,Excellent experience!,5,No,No,36,0,0,On-Time,High,Off-Peak,Positive,Overall,1
ORD029853,CUST8282,Blinkit,01:29.5,41,Dairy,250,"Fast delivery, great service!",5,Yes,No,1,1,0,Slow,Medium,Off-Peak,Positive,Speed,1
