Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested,Hour,Delay_Flag,Refund_Flag,Delivery_Tier,Order_Segment,Hour_Bucket
ORD030082,CUST1244,Blinkit,32:29.5,43,Grocery,301,"Horrible experience, never ordering again.",1,Yes,Yes,32,1,1,Slow,Medium,Off-Peak
ORD030083,CUST4994,Blinkit,26:29.5,30,Grocery,1416,"Very late delivery, not happy.",2,No,Yes,26,0,1,On-Time,Premium,Off-Peak
ORD030084,CUST3414,JioMart,37:29.5,50,Beverages,724,Good quality products.,4,Yes,No,37,1,0,Slow,High,Off-Peak
ORD030085,CUST4691,Swiggy Instamart,58:29.5,29,Beverages,641,Good quality products.,4,No,No,58,0,0,On-Time,High,Off-Peak
ORD030086,CUST2109,JioMart,53:29.5,41,Beverages,329,Items missing from order.,2,Yes,Yes,53,1,1,Slow,Medium,Off-Peak
ORD030087,CUST4737,Swiggy Instamart,28:29.5,51,Fruits & Vegetables,544,"Not fresh, disappointed.",2,Yes,Yes,28,1,1,Very Late,High,Off-Peak
ORD030088,CUST3943,Swiggy Instamart,38:29.5,12,Snacks,394,Excellent experience!,5,No,No,38,0,0,Express,Medium,Off-Peak
ORD030089,CUST6624,Swiggy Instamart,57:29.5,25,Fruits & Vegetables,315,"Very late delivery, not happy.",2,No,Yes,57,0,1,On-Time,Medium,Off-Peak
ORD030090,CUST3292,JioMart,37:29.5,27,Dairy,800,Delivery person was rude.,2,No,Yes,37,0,1,On-Time,High,Off-Peak
ORD030091,CUST9743,Blinkit,26:29.5,44,Beverages,497,Delivery person was rude.,2,Yes,Yes,26,1,1,Slow,Medium,Off-Peak
ORD030092,CUST3444,JioMart,41:29.5,22,Personal Care,1362,Good quality products.,4,No,No,41,0,0,On-Time,Premium,Off-Peak
ORD030093,CUST7591,Swiggy Instamart,43:29.5,41,Dairy,548,"Very late delivery, not happy.",2,Yes,Yes,43,1,1,Slow,High,Off-Peak
ORD030094,CUST8441,JioMart,07:29.5,29,Beverages,249,"Easy to order, loved it!",5,No,No,7,0,0,On-Time,Medium,Morning
ORD030095,CUST2666,Swiggy Instamart,52:29.5,24,Fruits & Vegetables,274,"Fast delivery, great service!",5,No,No,52,0,0,On-Time,Medium,Off-Peak
ORD030096,CUST3864,Blinkit,46:29.5,23,Dairy,762,Quick and reliable!,5,No,No,46,0,0,On-Time,High,Off-Peak
ORD030097,CUST7234,Blinkit,03:29.5,40,Snacks,167,Delivery person was rude.,2,No,Yes,3,0,1,Slow,Low,Off-Peak
ORD030098,CUST4938,JioMart,11:29.5,34,Snacks,208,Delivery person was rude.,2,No,Yes,11,0,1,On-Time,Medium,Off-Peak
ORD030099,CUST8554,Blinkit,06:29.5,24,Grocery,282,Very satisfied with the service.,5,No,No,6,0,0,On-Time,Medium,Off-Peak
ORD030100,CUST5260,Swiggy Instamart,48:29.5,48,Dairy,539,Very satisfied with the service.,5,Yes,No,48,1,0,Slow,High,Off-Peak
ORD030101,CUST6257,Swiggy Instamart,18:29.5,33,Snacks,470,Wrong item delivered.,1,No,Yes,18,0,1,On-Time,Medium,Evening
ORD030102,CUST3710,Blinkit,39:29.5,37,Snacks,304,"Fast delivery, great service!",5,No,No,39,0,0,Slow,Medium,Off-Peak
ORD030103,CUST4055,Blinkit,07:29.5,54,Beverages,711,Quick and reliable!,5,Yes,No,7,1,0,Very Late,High,Morning
ORD030104,CUST6128,Blinkit,11:29.5,38,Beverages,778,Excellent experience!,5,No,No,11,0,0,Slow,High,Off-Peak
ORD030105,CUST4031,JioMart,03:29.5,40,Personal Care,135,Wrong item delivered.,1,No,Yes,3,0,1,Slow,Low,Off-Peak
ORD030106,CUST7790,JioMart,17:29.5,27,Personal Care,978,Packaging could be better.,3,No,No,17,0,0,On-Time,High,Off-Peak
ORD030107,CUST5214,Swiggy Instamart,41:29.5,31,Grocery,381,Items missing from order.,2,No,Yes,41,0,1,On-Time,Medium,Off-Peak
ORD030108,CUST5229,JioMart,58:29.5,26,Grocery,330,Wrong item delivered.,1,No,Yes,58,0,1,On-Time,Medium,Off-Peak
ORD030109,CUST5936,JioMart,28:29.5,28,Grocery,579,"Very late delivery, not happy.",2,No,Yes,28,0,1,On-Time,High,Off-Peak
ORD030110,CUST9523,Swiggy Instamart,33:29.5,33,Snacks,333,Packaging could be better.,3,No,No,33,0,0,On-Time,Medium,Off-Peak
ORD030111,CUST5561,Swiggy Instamart,52:29.5,20,Dairy,341,Items missing from order.,2,No,Yes,52,0,1,Express,Medium,Off-Peak
ORD030112,CUST5068,Blinkit,00:29.5,41,Personal Care,524,"Easy to order, loved it!",5,Yes,No,0,1,0,Slow,High,Off-Peak
ORD030113,CUST8032,Blinkit,33:29.5,35,Grocery,738,Good quality products.,4,No,No,33,0,0,On-Time,High,Off-Peak
ORD030114,CUST9882,JioMart,51:29.5,31,Dairy,235,Packaging could be better.,3,No,No,51,0,0,On-Time,Medium,Off-Peak
ORD030115,CUST8127,Swiggy Instamart,03:29.5,34,Snacks,456,Excellent experience!,5,No,No,3,0,0,On-Time,Medium,Off-Peak
ORD030116,CUST9311,JioMart,23:29.5,28,Dairy,383,"Easy to order, loved it!",5,No,No,23,0,0,On-Time,Medium,Off-Peak
ORD030117,CUST2850,JioMart,20:29.5,15,Dairy,481,"Very late delivery, not happy.",2,No,Yes,20,0,1,Express,Medium,Evening
ORD030118,CUST2902,Swiggy Instamart,56:29.5,14,Beverages,564,Delivery person was rude.,2,No,Yes,56,0,1,Express,High,Off-Peak
ORD030119,CUST2218,Swiggy Instamart,32:29.5,23,Fruits & Vegetables,686,Delivery person was rude.,2,No,Yes,32,0,1,On-Time,High,Off-Peak
ORD030120,CUST6064,Swiggy Instamart,50:29.5,42,Beverages,576,Excellent experience!,5,Yes,No,50,1,0,Slow,High,Off-Peak
ORD030121,CUST4646,Swiggy Instamart,14:29.5,19,Beverages,264,Wrong item delivered.,1,No,Yes,14,0,1,Express,Medium,Lunch
ORD030122,CUST4617,JioMart,09:29.5,24,Fruits & Vegetables,521,"Not fresh, disappointed.",2,No,Yes,9,0,1,On-Time,High,Morning
ORD030123,CUST1759,JioMart,50:29.5,51,Fruits & Vegetables,696,Excellent experience!,5,Yes,No,50,1,0,Very Late,High,Off-Peak
ORD030124,CUST7980,JioMart,00:29.5,26,Beverages,951,Good quality products.,4,No,No,0,0,0,On-Time,High,Off-Peak
ORD030125,CUST5218,Swiggy Instamart,27:29.5,6,Fruits & Vegetables,279,"Very late delivery, not happy.",2,No,Yes,27,0,1,Express,Medium,Off-Peak
ORD030126,CUST1398,Blinkit,34:29.5,25,Snacks,161,Excellent experience!,5,No,No,34,0,0,On-Time,Low,Off-Peak
ORD030127,CUST9515,JioMart,04:29.5,22,Beverages,533,Excellent experience!,5,No,No,4,0,0,On-Time,High,Off-Peak
ORD030128,CUST1401,Blinkit,57:29.5,28,Personal Care,1699,Items missing from order.,2,No,Yes,57,0,1,On-Time,Premium,Off-Peak
ORD030129,CUST6250,Blinkit,01:29.5,31,Personal Care,748,Packaging could be better.,3,No,No,1,0,0,On-Time,High,Off-Peak
ORD030130,CUST9186,Blinkit,43:29.5,50,Personal Care,640,Good quality products.,4,Yes,No,43,1,0,Slow,High,Off-Peak
ORD030131,CUST8846,Swiggy Instamart,42:29.5,31,Beverages,841,Excellent experience!,5,No,No,42,0,0,On-Time,High,Off-Peak
ORD030132,CUST2395,Swiggy Instamart,25:29.5,23,Dairy,738,Excellent experience!,5,No,No,25,0,0,On-Time,High,Off-Peak
ORD030133,CUST6471,JioMart,04:29.5,25,Fruits & Vegetables,164,Wrong item delivered.,1,No,Yes,4,0,1,On-Time,Low,Off-Peak
ORD030134,CUST6198,JioMart,59:29.5,26,Personal Care,170,"Very late delivery, not happy.",2,No,Yes,59,0,1,On-Time,Low,Off-Peak
ORD030135,CUST6697,Swiggy Instamart,58:29.5,39,Beverages,793,Wrong item delivered.,1,No,Yes,58,0,1,Slow,High,Off-Peak
ORD030136,CUST1914,Swiggy Instamart,55:29.5,40,Grocery,935,Good quality products.,4,No,No,55,0,0,Slow,High,Off-Peak
ORD030137,CUST7367,Blinkit,03:29.5,21,Grocery,689,Items missing from order.,2,No,Yes,3,0,1,On-Time,High,Off-Peak
ORD030138,CUST3734,Swiggy Instamart,44:29.5,30,Snacks,331,Packaging could be better.,3,No,No,44,0,0,On-Time,Medium,Off-Peak
ORD030139,CUST8888,Swiggy Instamart,26:29.5,21,Snacks,321,Delivery person was rude.,2,No,Yes,26,0,1,On-Time,Medium,Off-Peak
ORD030140,CUST9694,Swiggy Instamart,27:29.5,24,Dairy,567,Excellent experience!,5,No,No,27,0,0,On-Time,High,Off-Peak
ORD030141,CUST8846,Swiggy Instamart,57:29.5,35,Dairy,723,Items missing from order.,2,No,Yes,57,0,1,On-Time,High,Off-Peak
ORD030142,CUST1854,Blinkit,31:29.5,34,Beverages,418,"Easy to order, loved it!",5,No,No,31,0,0,On-Time,Medium,Off-Peak
ORD030143,CUST3813,JioMart,48:29.5,24,Dairy,309,"Horrible experience, never ordering again.",1,No,Yes,48,0,1,On-Time,Medium,Off-Peak
ORD030144,CUST6838,Blinkit,11:29.5,47,Snacks,348,"Fast delivery, great service!",5,Yes,No,11,1,0,Slow,Medium,Off-Peak
ORD030145,CUST2605,Swiggy Instamart,34:29.5,36,Grocery,956,"Very late delivery, not happy.",2,No,Yes,34,0,1,Slow,High,Off-Peak
ORD030146,CUST3489,Swiggy Instamart,40:29.5,40,Grocery,1297,Excellent experience!,5,No,No,40,0,0,Slow,Premium,Off-Peak
ORD030147,CUST1259,JioMart,03:29.5,29,Personal Care,1167,Wrong item delivered.,1,No,Yes,3,0,1,On-Time,Premium,Off-Peak
ORD030148,CUST5365,JioMart,42:29.5,31,Dairy,602,Good quality products.,4,No,No,42,0,0,On-Time,High,Off-Peak
ORD030149,CUST7392,JioMart,15:29.5,36,Snacks,66,Packaging could be better.,3,No,No,15,0,0,Slow,Low,Off-Peak
ORD030150,CUST4856,Blinkit,18:29.5,31,Snacks,155,"Fast delivery, great service!",5,No,No,18,0,0,On-Time,Low,Evening
ORD030151,CUST8667,JioMart,54:29.5,36,Beverages,196,"Very late delivery, not happy.",2,No,Yes,54,0,1,Slow,Low,Off-Peak
ORD030152,CUST3757,Swiggy Instamart,25:29.5,38,Personal Care,548,Items missing from order.,2,No,Yes,25,0,1,Slow,High,Off-Peak
ORD030153,CUST2904,Swiggy Instamart,25:29.5,16,Grocery,1481,Delivery person was rude.,2,No,Yes,25,0,1,Express,Premium,Off-Peak
ORD030154,CUST7757,Swiggy Instamart,21:29.5,30,Grocery,551,Packaging could be better.,3,No,No,21,0,0,On-Time,High,Evening
ORD030155,CUST3925,Blinkit,36:29.5,20,Snacks,231,Delivery person was rude.,2,No,Yes,36,0,1,Express,Medium,Off-Peak
ORD030156,CUST7501,JioMart,44:29.5,20,Fruits & Vegetables,123,"Horrible experience, never ordering again.",1,No,Yes,44,0,1,Express,Low,Off-Peak
ORD030157,CUST7476,JioMart,13:29.5,38,Personal Care,392,Wrong item delivered.,1,No,Yes,13,0,1,Slow,Medium,Lunch
ORD030158,CUST1368,JioMart,19:29.5,34,Snacks,286,"Easy to order, loved it!",5,No,No,19,0,0,On-Time,Medium,Evening
ORD030159,CUST4544,JioMart,45:29.5,39,Snacks,468,Quick and reliable!,5,No,No,45,0,0,Slow,Medium,Off-Peak
ORD030160,CUST3388,Swiggy Instamart,36:29.5,30,Snacks,336,"Horrible experience, never ordering again.",1,No,Yes,36,0,1,On-Time,Medium,Off-Peak
ORD030161,CUST4117,Blinkit,41:29.5,29,Beverages,186,Wrong item delivered.,1,No,Yes,41,0,1,On-Time,Low,Off-Peak
ORD030162,CUST6308,JioMart,30:29.5,35,Dairy,211,"Very late delivery, not happy.",2,No,Yes,30,0,1,On-Time,Medium,Off-Peak
ORD030163,CUST9334,Swiggy Instamart,44:29.5,38,Dairy,730,"Very late delivery, not happy.",2,No,Yes,44,0,1,Slow,High,Off-Peak
ORD030164,CUST5865,Swiggy Instamart,52:29.5,22,Snacks,337,Delivery person was rude.,2,No,Yes,52,0,1,On-Time,Medium,Off-Peak
ORD030165,CUST2187,Blinkit,58:29.5,33,Beverages,476,"Easy to order, loved it!",5,No,No,58,0,0,On-Time,Medium,Off-Peak
ORD030166,CUST9768,JioMart,32:29.5,26,Personal Care,1633,"Not fresh, disappointed.",2,No,Yes,32,0,1,On-Time,Premium,Off-Peak
ORD030167,CUST1109,Blinkit,10:29.5,26,Personal Care,1948,Packaging could be better.,3,No,No,10,0,0,On-Time,Premium,Morning
ORD030168,CUST3870,JioMart,13:29.5,37,Grocery,857,Good quality products.,4,No,No,13,0,0,Slow,High,Lunch
ORD030169,CUST6234,Blinkit,40:29.5,32,Snacks,372,Packaging could be better.,3,No,No,40,0,0,On-Time,Medium,Off-Peak
ORD030170,CUST6647,JioMart,53:29.5,30,Personal Care,1452,"Not fresh, disappointed.",2,No,Yes,53,0,1,On-Time,Premium,Off-Peak
ORD030171,CUST9023,JioMart,42:29.5,13,Beverages,252,Good quality products.,4,No,No,42,0,0,Express,Medium,Off-Peak
ORD030172,CUST8674,Blinkit,10:29.5,26,Snacks,245,"Very late delivery, not happy.",2,No,Yes,10,0,1,On-Time,Medium,Morning
ORD030173,CUST4725,JioMart,56:29.5,35,Personal Care,621,"Not fresh, disappointed.",2,No,Yes,56,0,1,On-Time,High,Off-Peak
ORD030174,CUST8460,Blinkit,14:29.5,38,Dairy,765,"Horrible experience, never ordering again.",1,No,Yes,14,0,1,Slow,High,Lunch
ORD030175,CUST4204,Blinkit,54:29.5,28,Dairy,101,"Horrible experience, never ordering again.",1,No,Yes,54,0,1,On-Time,Low,Off-Peak
ORD030176,CUST6881,JioMart,30:29.5,27,Dairy,639,Good quality products.,4,No,No,30,0,0,On-Time,High,Off-Peak
ORD030177,CUST9009,JioMart,00:29.5,17,Grocery,612,"Very late delivery, not happy.",2,No,Yes,0,0,1,Express,High,Off-Peak
ORD030178,CUST6174,Blinkit,28:29.5,24,Personal Care,239,Good quality products.,4,No,No,28,0,0,On-Time,Medium,Off-Peak
ORD030179,CUST6673,Swiggy Instamart,59:29.5,28,Grocery,887,"Not fresh, disappointed.",2,No,Yes,59,0,1,On-Time,High,Off-Peak
ORD030180,CUST2105,Blinkit,09:29.5,31,Fruits & Vegetables,88,Wrong item delivered.,1,No,Yes,9,0,1,On-Time,Low,Morning
ORD030181,CUST3392,Swiggy Instamart,03:29.5,36,Grocery,931,Good quality products.,4,No,No,3,0,0,Slow,High,Off-Peak
ORD030182,CUST5175,Swiggy Instamart,54:29.5,38,Dairy,626,Quick and reliable!,5,No,No,54,0,0,Slow,High,Off-Peak
ORD030183,CUST8396,Blinkit,33:29.5,14,Personal Care,349,Excellent experience!,5,No,No,33,0,0,Express,Medium,Off-Peak
ORD030184,CUST5414,Blinkit,01:29.5,30,Fruits & Vegetables,111,Wrong item delivered.,1,No,Yes,1,0,1,On-Time,Low,Off-Peak
ORD030185,CUST2398,Blinkit,02:29.5,27,Personal Care,1336,Packaging could be better.,3,No,No,2,0,0,On-Time,Premium,Off-Peak
ORD030186,CUST2204,Swiggy Instamart,14:29.5,32,Beverages,292,"Horrible experience, never ordering again.",1,No,Yes,14,0,1,On-Time,Medium,Lunch
ORD030187,CUST2054,Blinkit,39:29.5,33,Fruits & Vegetables,50,Good quality products.,4,No,No,39,0,0,On-Time,Low,Off-Peak
ORD030188,CUST8855,Blinkit,54:29.5,18,Grocery,797,Packaging could be better.,3,No,No,54,0,0,Express,High,Off-Peak
ORD030189,CUST4548,JioMart,26:29.5,51,Fruits & Vegetables,100,Wrong item delivered.,1,Yes,Yes,26,1,1,Very Late,Low,Off-Peak
ORD030190,CUST7414,JioMart,05:29.5,34,Snacks,193,Quick and reliable!,5,No,No,5,0,0,On-Time,Low,Off-Peak
ORD030191,CUST8471,JioMart,51:29.5,21,Fruits & Vegetables,640,"Fast delivery, great service!",5,No,No,51,0,0,On-Time,High,Off-Peak
ORD030192,CUST1194,Blinkit,00:29.5,26,Grocery,1395,"Not fresh, disappointed.",2,No,Yes,0,0,1,On-Time,Premium,Off-Peak
ORD030193,CUST4578,Blinkit,36:29.5,19,Dairy,495,Items missing from order.,2,No,Yes,36,0,1,Express,Medium,Off-Peak
ORD030194,CUST9645,Blinkit,09:29.5,28,Snacks,53,Good quality products.,4,No,No,9,0,0,On-Time,Low,Morning
ORD030195,CUST7974,Swiggy Instamart,40:29.5,30,Personal Care,1177,"Very late delivery, not happy.",2,No,Yes,40,0,1,On-Time,Premium,Off-Peak
ORD030196,CUST3431,Swiggy Instamart,30:29.5,35,Grocery,1212,Very satisfied with the service.,5,No,No,30,0,0,On-Time,Premium,Off-Peak
ORD030197,CUST6818,JioMart,42:29.5,26,Dairy,783,Quick and reliable!,5,No,No,42,0,0,On-Time,High,Off-Peak
ORD030198,CUST7438,Swiggy Instamart,58:29.5,54,Snacks,165,"Horrible experience, never ordering again.",1,Yes,Yes,58,1,1,Very Late,Low,Off-Peak
ORD030199,CUST8586,Swiggy Instamart,21:29.5,23,Snacks,485,"Horrible experience, never ordering again.",1,No,Yes,21,0,1,On-Time,Medium,Evening
ORD030200,CUST8062,Swiggy Instamart,26:29.5,24,Fruits & Vegetables,610,"Not fresh, disappointed.",2,No,Yes,26,0,1,On-Time,High,Off-Peak
ORD030201,CUST2705,JioMart,19:29.5,30,Fruits & Vegetables,263,"Very late delivery, not happy.",2,No,Yes,19,0,1,On-Time,Medium,Evening
ORD030202,CUST2694,JioMart,49:29.5,22,Fruits & Vegetables,197,"Horrible experience, never ordering again.",1,No,Yes,49,0,1,On-Time,Low,Off-Peak
ORD030203,CUST3626,Swiggy Instamart,27:29.5,38,Beverages,596,Delivery person was rude.,2,No,Yes,27,0,1,Slow,High,Off-Peak
ORD030204,CUST6976,Blinkit,58:29.5,19,Grocery,1095,Wrong item delivered.,1,No,Yes,58,0,1,Express,Premium,Off-Peak
ORD030205,CUST5778,JioMart,20:29.5,36,Personal Care,718,Items missing from order.,2,No,Yes,20,0,1,Slow,High,Evening
ORD030206,CUST3627,Swiggy Instamart,54:29.5,28,Grocery,557,Excellent experience!,5,No,No,54,0,0,On-Time,High,Off-Peak
ORD030207,CUST4363,Blinkit,07:29.5,48,Grocery,1373,"Easy to order, loved it!",5,Yes,No,7,1,0,Slow,Premium,Morning
ORD030208,CUST4407,Blinkit,36:29.5,23,Beverages,475,Quick and reliable!,5,No,No,36,0,0,On-Time,Medium,Off-Peak
ORD030209,CUST1501,JioMart,59:29.5,43,Snacks,161,Delivery person was rude.,2,Yes,Yes,59,1,1,Slow,Low,Off-Peak
ORD030210,CUST1236,Blinkit,26:29.5,32,Grocery,1360,Items missing from order.,2,No,Yes,26,0,1,On-Time,Premium,Off-Peak
ORD030211,CUST9897,JioMart,08:29.5,35,Dairy,370,Quick and reliable!,5,No,No,8,0,0,On-Time,Medium,Morning
ORD030212,CUST1703,Swiggy Instamart,41:29.5,15,Beverages,902,Excellent experience!,5,No,No,41,0,0,Express,High,Off-Peak
ORD030213,CUST6922,JioMart,32:29.5,29,Beverages,889,Delivery person was rude.,2,No,Yes,32,0,1,On-Time,High,Off-Peak
ORD030214,CUST7519,Blinkit,57:29.5,28,Dairy,519,Good quality products.,4,No,No,57,0,0,On-Time,High,Off-Peak
ORD030215,CUST5083,JioMart,24:29.5,38,Fruits & Vegetables,193,"Very late delivery, not happy.",2,No,Yes,24,0,1,Slow,Low,Off-Peak
ORD030216,CUST1525,JioMart,43:29.5,26,Beverages,953,"Not fresh, disappointed.",2,No,Yes,43,0,1,On-Time,High,Off-Peak
ORD030217,CUST9325,Swiggy Instamart,00:29.5,46,Beverages,671,Packaging could be better.,3,Yes,No,0,1,0,Slow,High,Off-Peak
ORD030218,CUST3394,Blinkit,42:29.5,28,Personal Care,1202,Delivery person was rude.,2,No,Yes,42,0,1,On-Time,Premium,Off-Peak
ORD030219,CUST3721,JioMart,04:29.5,10,Beverages,791,Items missing from order.,2,No,Yes,4,0,1,Express,High,Off-Peak
ORD030220,CUST5140,Swiggy Instamart,02:29.5,26,Dairy,299,Very satisfied with the service.,5,No,No,2,0,0,On-Time,Medium,Off-Peak
ORD030221,CUST3282,Swiggy Instamart,02:29.5,31,Dairy,427,Good quality products.,4,No,No,2,0,0,On-Time,Medium,Off-Peak
ORD030222,CUST9376,Swiggy Instamart,21:29.5,35,Personal Care,1375,"Not fresh, disappointed.",2,No,Yes,21,0,1,On-Time,Premium,Evening
ORD030223,CUST8640,Swiggy Instamart,39:29.5,28,Dairy,367,"Very late delivery, not happy.",2,No,Yes,39,0,1,On-Time,Medium,Off-Peak
ORD030224,CUST4656,Swiggy Instamart,01:29.5,52,Grocery,1106,"Very late delivery, not happy.",2,Yes,Yes,1,1,1,Very Late,Premium,Off-Peak
ORD030225,CUST3806,JioMart,20:29.5,34,Dairy,411,"Easy to order, loved it!",5,No,No,20,0,0,On-Time,Medium,Evening
ORD030226,CUST2812,JioMart,24:29.5,26,Grocery,457,Quick and reliable!,5,No,No,24,0,0,On-Time,Medium,Off-Peak
ORD030227,CUST1644,Blinkit,13:29.5,22,Grocery,408,"Horrible experience, never ordering again.",1,No,Yes,13,0,1,On-Time,Medium,Lunch
ORD030228,CUST8728,JioMart,40:29.5,44,Snacks,252,Delivery person was rude.,2,Yes,Yes,40,1,1,Slow,Medium,Off-Peak
ORD030229,CUST9547,Blinkit,09:29.5,28,Fruits & Vegetables,180,"Horrible experience, never ordering again.",1,No,Yes,9,0,1,On-Time,Low,Morning
ORD030230,CUST9597,Blinkit,55:29.5,35,Personal Care,655,Excellent experience!,5,No,No,55,0,0,On-Time,High,Off-Peak
ORD030231,CUST4321,Blinkit,21:29.5,41,Snacks,341,Good quality products.,4,Yes,No,21,1,0,Slow,Medium,Evening
ORD030232,CUST2363,JioMart,22:29.5,25,Personal Care,1353,"Very late delivery, not happy.",2,No,Yes,22,0,1,On-Time,Premium,Evening
ORD030233,CUST3814,Swiggy Instamart,39:29.5,26,Grocery,1268,"Very late delivery, not happy.",2,No,Yes,39,0,1,On-Time,Premium,Off-Peak
ORD030234,CUST8231,Blinkit,31:29.5,44,Beverages,392,"Horrible experience, never ordering again.",1,Yes,Yes,31,1,1,Slow,Medium,Off-Peak
ORD030235,CUST4760,Swiggy Instamart,41:29.5,19,Snacks,264,"Very late delivery, not happy.",2,No,Yes,41,0,1,Express,Medium,Off-Peak
ORD030236,CUST7992,Blinkit,42:29.5,37,Beverages,832,Good quality products.,4,No,No,42,0,0,Slow,High,Off-Peak
ORD030237,CUST6785,JioMart,19:29.5,42,Snacks,132,"Horrible experience, never ordering again.",1,Yes,Yes,19,1,1,Slow,Low,Evening
ORD030238,CUST5761,Blinkit,49:29.5,25,Dairy,289,Very satisfied with the service.,5,No,No,49,0,0,On-Time,Medium,Off-Peak
ORD030239,CUST9925,JioMart,01:29.5,43,Fruits & Vegetables,583,Excellent experience!,5,Yes,No,1,1,0,Slow,High,Off-Peak
ORD030240,CUST6716,Swiggy Instamart,11:29.5,30,Snacks,233,Wrong item delivered.,1,No,Yes,11,0,1,On-Time,Medium,Off-Peak
ORD030241,CUST3446,JioMart,57:29.5,24,Dairy,353,Excellent experience!,5,No,No,57,0,0,On-Time,Medium,Off-Peak
ORD030242,CUST4012,Swiggy Instamart,30:29.5,23,Personal Care,864,"Very late delivery, not happy.",2,No,Yes,30,0,1,On-Time,High,Off-Peak
ORD030243,CUST1043,JioMart,46:29.5,40,Dairy,699,Quick and reliable!,5,No,No,46,0,0,Slow,High,Off-Peak
ORD030244,CUST8732,Blinkit,59:29.5,27,Snacks,195,"Fast delivery, great service!",5,No,No,59,0,0,On-Time,Low,Off-Peak
ORD030245,CUST3191,Blinkit,51:29.5,31,Grocery,832,"Very late delivery, not happy.",2,No,Yes,51,0,1,On-Time,High,Off-Peak
ORD030246,CUST1107,JioMart,40:29.5,33,Fruits & Vegetables,381,Good quality products.,4,No,No,40,0,0,On-Time,Medium,Off-Peak
ORD030247,CUST2049,Swiggy Instamart,34:29.5,13,Dairy,746,"Horrible experience, never ordering again.",1,No,Yes,34,0,1,Express,High,Off-Peak
ORD030248,CUST8359,Swiggy Instamart,37:29.5,28,Snacks,265,Quick and reliable!,5,No,No,37,0,0,On-Time,Medium,Off-Peak
ORD030249,CUST1368,Swiggy Instamart,45:29.5,39,Dairy,679,Wrong item delivered.,1,No,Yes,45,0,1,Slow,High,Off-Peak
ORD030250,CUST5832,JioMart,28:29.5,17,Personal Care,1374,"Not fresh, disappointed.",2,No,Yes,28,0,1,Express,Premium,Off-Peak
ORD030251,CUST3256,JioMart,27:29.5,25,Grocery,604,Items missing from order.,2,No,Yes,27,0,1,On-Time,High,Off-Peak
ORD030252,CUST9925,JioMart,48:29.5,29,Beverages,573,"Horrible experience, never ordering again.",1,No,Yes,48,0,1,On-Time,High,Off-Peak
ORD030253,CUST8699,JioMart,13:29.5,30,Fruits & Vegetables,663,Good quality products.,4,No,No,13,0,0,On-Time,High,Lunch
ORD030254,CUST5151,Swiggy Instamart,05:29.5,31,Beverages,197,"Not fresh, disappointed.",2,No,Yes,5,0,1,On-Time,Low,Off-Peak
ORD030255,CUST2136,Swiggy Instamart,36:29.5,35,Fruits & Vegetables,226,Delivery person was rude.,2,No,Yes,36,0,1,On-Time,Medium,Off-Peak
ORD030256,CUST8157,JioMart,51:29.5,41,Grocery,963,"Not fresh, disappointed.",2,Yes,Yes,51,1,1,Slow,High,Off-Peak
ORD030257,CUST3624,JioMart,34:29.5,36,Personal Care,1298,Delivery person was rude.,2,No,Yes,34,0,1,Slow,Premium,Off-Peak
ORD030258,CUST9029,Swiggy Instamart,09:29.5,28,Snacks,99,Wrong item delivered.,1,No,Yes,9,0,1,On-Time,Low,Morning
ORD030259,CUST8043,Swiggy Instamart,42:29.5,31,Grocery,1415,Delivery person was rude.,2,No,Yes,42,0,1,On-Time,Premium,Off-Peak
ORD030260,CUST4429,Blinkit,28:29.5,40,Fruits & Vegetables,416,Wrong item delivered.,1,No,Yes,28,0,1,Slow,Medium,Off-Peak
ORD030261,CUST7480,JioMart,44:29.5,33,Beverages,655,Items missing from order.,2,No,Yes,44,0,1,On-Time,High,Off-Peak
ORD030262,CUST6345,Blinkit,08:29.5,37,Personal Care,1677,"Fast delivery, great service!",5,No,No,8,0,0,Slow,Premium,Morning
ORD030263,CUST2084,Swiggy Instamart,48:29.5,33,Beverages,232,Items missing from order.,2,No,Yes,48,0,1,On-Time,Medium,Off-Peak
ORD030264,CUST3572,Swiggy Instamart,16:29.5,26,Fruits & Vegetables,548,"Fast delivery, great service!",5,No,No,16,0,0,On-Time,High,Off-Peak
ORD030265,CUST6361,JioMart,11:29.5,16,Snacks,281,"Very late delivery, not happy.",2,No,Yes,11,0,1,Express,Medium,Off-Peak
ORD030266,CUST6791,Blinkit,15:29.5,25,Beverages,986,Good quality products.,4,No,No,15,0,0,On-Time,High,Off-Peak
ORD030267,CUST6439,Swiggy Instamart,38:29.5,32,Snacks,387,Excellent experience!,5,No,No,38,0,0,On-Time,Medium,Off-Peak
ORD030268,CUST2497,Blinkit,03:29.5,27,Grocery,419,Wrong item delivered.,1,No,Yes,3,0,1,On-Time,Medium,Off-Peak
ORD030269,CUST1319,Blinkit,28:29.5,26,Fruits & Vegetables,504,"Easy to order, loved it!",5,No,No,28,0,0,On-Time,High,Off-Peak
ORD030270,CUST1300,Blinkit,40:29.5,25,Personal Care,1463,Very satisfied with the service.,5,No,No,40,0,0,On-Time,Premium,Off-Peak
